-7.456854249492378983e+01,-2.545584412271570329e+01,3.655685424949238040e+02
-7.663302482766768264e+01,-2.500936053630879385e+01,3.645433133694117487e+02
-7.685931994630281849e+01,-2.500918692759449513e+01,3.644261754772085169e+02
-7.685931994630281849e+01,-2.500918692759449513e+01,3.644261754772085169e+02
-7.674312663124882761e+01,-2.477445261084736572e+01,3.648106319473861276e+02
-7.731240151942618866e+01,-2.429830498080226064e+01,3.643086905057907643e+02
-8.116844048227169139e+01,-2.325139595891124600e+01,3.626782059002779306e+02
-8.839565385655160412e+01,-2.203275934154109805e+01,3.597136031625361738e+02
-9.469515933177214606e+01,-1.996488399138921466e+01,3.566350851742458872e+02
-1.029711289673613805e+02,-1.739629412069680470e+01,3.522250568164540709e+02
-1.117312952323392778e+02,-1.410613877824689766e+01,3.471297652202504196e+02
-1.206001166662332054e+02,-1.071656943215131719e+01,3.414390121888224030e+02
-1.301538543751509565e+02,-6.231166327835434338e+00,3.334913932709694677e+02
-1.428345421035051004e+02,1.667386600432932298e+00,3.220620763769468908e+02
-1.516780493231241564e+02,7.497402056875214882e+00,3.126955715908198385e+02
-1.596830257124710215e+02,1.415504188848507994e+01,3.021476120009296551e+02
-1.674439028638389004e+02,2.189719369307058017e+01,2.904492710366892538e+02
-1.761571469152849545e+02,3.356943209584949273e+01,2.728346563522395058e+02
-1.828714052212950207e+02,4.594557905514984952e+01,2.533915281727489059e+02
-1.859112960206464322e+02,5.440406929501850897e+01,2.403867748971495644e+02
-1.872437699330957628e+02,6.327099371493056879e+01,2.257873195873578993e+02
-1.877807938157428964e+02,7.153346883730449690e+01,2.105265617070688506e+02
-1.868138633678780707e+02,7.987076695955764194e+01,1.959696229312027640e+02
-1.839761636470487645e+02,8.771881556201184083e+01,1.805922802439390580e+02
-1.804006393355628006e+02,9.428499857687083363e+01,1.661514039152329474e+02
-1.726418296406214381e+02,1.018181977674967982e+02,1.458300831818013421e+02
-1.662517341778316222e+02,1.062719677398132916e+02,1.324735446964039625e+02
-1.588553491629702705e+02,1.098295936052428488e+02,1.198070276742250257e+02
-1.512606725927926448e+02,1.126267979271331114e+02,1.076683708648022701e+02
-1.427432026913222955e+02,1.141286699517601448e+02,9.615520913127915037e+01
-1.347700805367422561e+02,1.147139789500098459e+02,8.579859986587889864e+01
-1.262907125018454764e+02,1.136867508770258155e+02,7.598691036085863004e+01
-1.184515085397181053e+02,1.129635281881655260e+02,6.804122568941835425e+01
-1.108618903485742777e+02,1.114995659101554679e+02,6.063644849357042688e+01
-1.040648571684428134e+02,1.098521256040969547e+02,5.457451592364270709e+01
-9.747332523397261639e+01,1.075405081052339114e+02,4.871824579210098705e+01
-9.164744840575829699e+01,1.054112918511303860e+02,4.427703487304211194e+01
-8.735367710293604659e+01,1.027260043277497061e+02,4.084467613923318652e+01
-8.579218312396626800e+01,1.014457277194173059e+02,4.001797661564066289e+01
-8.533747449896402770e+01,1.009711804791329968e+02,3.983570345335674290e+01
-8.493959626619724190e+01,1.007266230778686946e+02,3.965765568037828359e+01
-8.471385729395565534e+01,1.001970358236504524e+02,3.954751758271575568e+01
-8.471385729395565534e+01,1.001970358236504524e+02,3.954751758271575568e+01
-8.474557853547553066e+01,9.987912244323428013e+01,3.945987891212668330e+01
-8.459222877013556285e+01,1.000090346570952562e+02,3.945987891212668330e+01
-8.464922153985411057e+01,1.000971283612344962e+02,3.934792453129446699e+01
-8.461137674633933159e+01,9.997337032522415257e+01,3.903522894366190599e+01
-8.439281994908603224e+01,1.000025093076252745e+02,3.883597088057665303e+01
-8.439281994908603224e+01,1.000025093076252745e+02,3.883597088057665303e+01
-8.439281994908603224e+01,1.000025093076252745e+02,3.883597088057665303e+01
-8.418211352696771144e+01,9.997931091341092724e+01,3.789910957177913531e+01
-8.436015762362619341e+01,1.002545136110903741e+02,3.787121966744922474e+01
-8.483224227782302762e+01,9.983444425517102161e+01,3.773953443009952480e+01
-8.480089559773148267e+01,1.001529638171591614e+02,3.782527406853409957e+01
-8.567611767687715485e+01,1.002873572788926708e+02,3.815195237550962304e+01
-8.594290540049588856e+01,1.011170388212780722e+02,3.827279666222452192e+01
-8.783292825263700365e+01,1.026270507437708517e+02,3.928300537972100415e+01
-9.117649519338837649e+01,1.039932843474446713e+02,4.091206107379636592e+01
-9.717918892556751587e+01,1.057253920217508067e+02,4.482248235828677707e+01
-1.033236331461952489e+02,1.083637151767294995e+02,5.056312970450746036e+01
-1.094340991633373221e+02,1.101744507016020833e+02,5.632464306093849871e+01
