0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.370244352136843702e-03,3.835887965812023737e-03,5.370243352136760961e-03,2.559133800586366192e-03,1.279566900293271914e-02,-7.677401401759542665e-03,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
-7.238497603780352091e-03,5.428799831617898454e-03,7.969809866182115191e-03,2.554172483182711676e-03,1.312842131367334547e-02,-8.258578420989532223e-03,-1.444565905531658978e-01,1.231667157456159956e-01,2.010030038512286565e-01,-3.836176900286564976e-04,2.572898736613611279e-02,-4.493761786950490472e-02
-1.271329191511828480e-02,1.009672416880554729e-02,1.558766999864545817e-02,2.539633666095480764e-03,1.410353025906109503e-02,-9.961679772993933812e-03,-2.813102026561651869e-01,2.398509727677785308e-01,3.914269022366032025e-01,-7.470449753189627303e-04,5.010381750247559079e-02,-8.751009795640429800e-02
-2.159967912076175486e-02,1.767344408703001163e-02,2.795256463501771121e-02,2.516035052010272190e-03,1.568627385884477365e-02,-1.272606089924440548e-02,-4.105608363089977564e-01,3.500527710664875225e-01,5.712716951561235268e-01,-1.090281855870918427e-03,7.312449040901841668e-02,-1.277174402606981451e-01
-3.370271105532186839e-02,2.799274269594632936e-02,4.479323466078978522e-02,2.483894343612684692e-03,1.784193013277318024e-02,-1.649107724121259486e-02,-5.322084915116638282e-01,4.537721106417431094e-01,7.405373826097897405e-01,-1.413328331684523967e-03,9.479100608576462861e-02,-1.655596447823864947e-01
-4.882743955340974190e-02,4.088840310520953231e-02,6.583842096145259282e-02,2.443729243588316571e-03,2.053577710059512063e-02,-2.119608424037015826e-02,-6.462531682641631248e-01,5.510089914935452082e-01,8.992239645976017881e-01,-1.716184402759778809e-03,1.151033645327141780e-01,-2.010367115214692912e-01
-6.677891644963651618e-02,5.619420842447469394e-02,9.081686442249711777e-02,2.396057454622767431e-03,2.373309278205940759e-02,-2.678043733818875546e-02,-7.526948665664958682e-01,6.417634136218938190e-01,1.047331441119559781e+00,-1.998850069096683602e-03,1.340615657498671065e-01,-2.341486404779465902e-01
-8.736219357861324530e-02,7.374394176339679752e-02,1.194573059294141981e-01,2.341396679401635140e-03,2.739915519691483309e-02,-3.318349197614002544e-02,-8.515335864186619474e-01,7.260353770267888862e-01,1.184859812175663496e+00,-2.261325330695237914e-03,1.516656097372233725e-01,-2.648954316518183916e-01
-1.103823227749510666e-01,9.337138623163090956e-02,1.514884863676947691e-01,2.280264620610518867e-03,3.149924236491020296e-02,-4.034460359569562449e-02,-9.427693278206615846e-01,8.038248817082307429e-01,1.311809077765913489e+00,-2.503610187555442394e-03,1.679154964947830453e-01,-2.932770850430846399e-01
-1.356443558732610966e-01,1.149103249388320896e-01,1.866391466228297658e-01,2.213178980935016915e-03,3.599863230579432999e-02,-4.820312763832721586e-02,-1.026402090772494446e+00,8.751319276662189450e-01,1.428179237890308872e+00,-2.725704639677296176e-03,1.828112260225460695e-01,-3.192936006517453906e-01
-1.629533447081544517e-01,1.381945409946553349e-01,2.246380275803100957e-01,2.140657463060728887e-03,4.086260303931600613e-02,-5.669841954550644547e-02,-1.102431875274160644e+00,9.399565149007536036e-01,1.533970292548850312e+00,-2.927608687060799693e-03,1.963527983205124450e-01,-3.429449784778005883e-01
-1.921143411142422763e-01,1.630578175087557535e-01,2.652138701256267495e-01,2.063217769673252652e-03,4.605643258522405803e-02,-6.576983475870498697e-02,-1.170858681325660289e+00,9.982986434118347185e-01,1.629182241741537363e+00,-3.109322329705952511e-03,2.085402133886821441e-01,-3.642312185212502884e-01
-2.229323969261356453e-01,1.893339375907883149e-01,3.080954151442705791e-01,1.981377603458187378e-03,5.154539896326726378e-02,-7.535672871939445849e-02,-1.231682508926993380e+00,1.050158313199462734e+00,1.713815085468370691e+00,-3.270845567612755498e-03,2.193734712270552778e-01,-3.831523207820944354e-01
-2.552125639784456057e-01,2.168566843504080577e-01,3.530114035217324919e-01,1.895654667101131369e-03,5.729478019319443616e-02,-8.539845686904652677e-02,-1.284903358078159696e+00,1.095535524263637095e+00,1.787868823729349632e+00,-3.412178400781207786e-03,2.288525718356317351e-01,-3.997082852603331404e-01
-2.887598941057833990e-01,2.454598408972700485e-01,3.996905761435033955e-01,1.806566663287683793e-03,6.326985429475437406e-02,-9.583437464913284465e-02,-1.330521228779159237e+00,1.134430276604357690e+00,1.851343456524474185e+00,-3.533320829211309376e-03,2.369775152144115438e-01,-4.138991119559661813e-01
-3.233794391427600723e-01,2.749771903410293539e-01,4.478616738950742526e-01,1.714631294703443387e-03,6.943589928769591801e-02,-1.066038375011250927e-01,-1.368536121029992447e+00,1.166842570221624964e+00,1.904238983853745015e+00,-3.634272852903061134e-03,2.437483013633947038e-01,-4.257248008689937802e-01
-3.588762509239866727e-01,3.052425157913409293e-01,4.972534376619359708e-01,1.620366264034008670e-03,7.575819319176781141e-02,-1.176462008664948683e-01,-1.398948034830659326e+00,1.192772405115439138e+00,1.946555405717161902e+00,-3.715034471856463495e-03,2.491649302825813261e-01,-4.351853519994159925e-01
-3.950553812840745249e-01,3.360896003578600078e-01,5.475946083295796241e-01,1.524289273964978160e-03,8.220201402671892255e-02,-1.289008201867138936e-01,-1.421756970181158763e+00,1.212219781285799325e+00,1.978292722114723956e+00,-3.775605686071513423e-03,2.532274019719711888e-01,-4.422807653472324851e-01
-4.317218820576345095e-01,3.673522271502413505e-01,5.986139267834957867e-01,1.426918027181951027e-03,8.873263981229799480e-02,-1.403070509032537660e-01,-1.436962927081492092e+00,1.225184698732706412e+00,1.999450933046432288e+00,-3.815986495548214386e-03,2.559357164315644861e-01,-4.470110409124435358e-01
-4.686808050792778402e-01,3.988641792781402184e-01,6.500401339091756991e-01,1.328770226370525574e-03,9.531534856825388258e-02,-1.518042484575861661e-01,-1.444565905531658645e+00,1.231667157456159734e+00,2.010030038512286232e+00,-3.836176900286564218e-03,2.572898736613610793e-01,-4.493761786950489778e-01
-5.057372021836155085e-01,4.304592398512113727e-01,7.016019705921098248e-01,1.230363574216301404e-03,1.019154183143353293e-01,-1.633317682911827051e-01,-1.444565905531658867e+00,1.231667157456159956e+00,2.010030038512286676e+00,-3.836176900286565085e-03,2.572898736613611348e-01,-4.493761786950490889e-01
-5.426961252052590057e-01,4.619711919791104071e-01,7.530281777177899594e-01,1.132215773404875517e-03,1.084981270702912448e-01,-1.748289658455151607e-01,-1.436962927081492092e+00,1.225184698732706412e+00,1.999450933046432288e+00,-3.815986495548214386e-03,2.559357164315644861e-01,-4.470110409124435358e-01
-5.793626259788188237e-01,4.932338187714916944e-01,8.040474961717060109e-01,1.034844526621848601e-03,1.150287528558703032e-01,-1.862351965620550054e-01,-1.421756970181158763e+00,1.212219781285799325e+00,1.978292722114723956e+00,-3.775605686071513423e-03,2.532274019719711888e-01,-4.422807653472324851e-01
-6.155417563389068425e-01,5.240809033380108284e-01,8.543886668393498862e-01,9.387675365528178745e-04,1.214725736908214282e-01,-1.974898158822740724e-01,-1.398948034830658438e+00,1.192772405115438472e+00,1.946555405717160792e+00,-3.715034471856461327e-03,2.491649302825811874e-01,-4.351853519994157149e-01
