0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.370244352136843702e-03,3.835887965812023737e-03,5.370243352136760961e-03,2.559133800586366192e-03,1.279566900293271914e-02,-7.677401401759542665e-03
-5.370244352136843702e-03,3.835887965812023737e-03,6.904598738461498186e-03,2.559133800586366192e-03,1.279566900293271914e-02,-7.677401401759542665e-03
-5.370244352136843702e-03,3.835887965812023737e-03,5.370243352136760961e-03,2.559133800586366192e-03,1.279566900293271914e-02,-7.677401401759542665e-03
-5.370244352136843702e-03,3.835887965812023737e-03,6.904598738461498186e-03,2.559133800586366192e-03,1.279566900293271914e-02,-7.677401401759542665e-03
-8.438955124786318152e-03,5.370243352136760961e-03,6.904598738461498186e-03,2.559133800586366192e-03,1.279566900293271914e-02,-7.677401401759542665e-03
-1.917944282905992281e-02,1.304202028376044709e-02,1.917944182905984007e-02,7.677401401759542665e-03,1.279566900293271914e-02,-7.677401401759542665e-03
-3.452299669230773915e-02,2.991992953333300065e-02,3.912606185128231218e-02,7.677401401759542665e-03,1.279566900293271914e-02,-1.279566900293271914e-02
-5.140090594188029272e-02,4.219477262393178663e-02,6.367574803247855186e-02,7.677401401759542665e-03,1.279566900293271914e-02,-1.791393660410545152e-02
-6.981317057777802759e-02,6.060703725982863332e-02,9.129414498632471009e-02,7.677401401759542665e-03,1.279566900293271914e-02,-2.303220420527862800e-02
-8.975979060000005560e-02,7.748494650940163098e-02,1.173781865538461311e-01,7.677401401759542665e-03,1.279566900293271914e-02,-3.326873940762498094e-02
-1.112407660085468208e-01,9.896592191794884030e-02,1.480652942803417638e-01,7.677401401759542665e-03,1.279566900293271914e-02,-3.326873940762498094e-02
-1.357904521897435046e-01,1.189125419401708683e-01,1.833554681658120522e-01,7.677401401759542665e-03,1.279566900293271914e-02,-3.838700700879771333e-02
-1.726149814615385303e-01,1.526683604393164195e-01,2.355235513008548942e-01,7.677401401759542665e-03,1.279566900293271914e-02,-5.374180981231679866e-02
-2.002333784153846885e-01,1.772180466205126592e-01,2.738824359589746571e-01,7.677401401759542665e-03,1.279566900293271914e-02,-5.886007741348953104e-02
-2.431953292324786631e-01,2.125082205059825036e-01,3.321879406393160039e-01,7.677401401759542665e-03,2.303220420527862800e-02,-6.909661261583543990e-02
-2.754167923452990330e-01,2.416609728461538431e-01,3.782186022290594529e-01,7.677401401759542665e-03,2.303220420527862800e-02,-7.421488021700861637e-02
-3.091726108444441401e-01,2.708137251863247386e-01,4.227149084324786088e-01,7.677401401759542665e-03,3.326873940762453685e-02,-8.956968302052814579e-02
-3.413940739572653982e-01,2.999664775264956340e-01,4.687455700222220578e-01,7.677401401759542665e-03,3.838700700879771333e-02,-9.980621822287405465e-02
-3.751498924564105053e-01,3.306535852529912667e-01,5.163105869982906881e-01,7.677401401759542665e-03,4.350527460997044571e-02,-1.049244858240467870e-01
-4.089057109555551683e-01,3.613406929794868994e-01,5.638756039743588744e-01,7.677401401759542665e-03,4.862354221114362218e-02,-1.202792886275663164e-01
-4.441958848410254568e-01,3.904934453196582389e-01,6.129749763367517978e-01,7.677401401759542665e-03,5.374180981231679866e-02,-1.356340914310849577e-01
-4.794860587264957452e-01,4.257836192051285273e-01,6.651430594717946398e-01,7.677401401759542665e-03,5.886007741348997513e-02,-1.407523590322581342e-01
-5.163105879982907709e-01,4.580050823179488972e-01,7.127080764478628261e-01,7.677401401759542665e-03,6.909661261583588399e-02,-1.509888942346040430e-01
-5.531351172700857965e-01,4.886921900444445299e-01,7.664105149692308494e-01,7.677401401759542665e-03,7.421488021700861637e-02,-1.561071618357767754e-01
-5.884252911555556409e-01,5.193792977709401626e-01,8.155098873316237729e-01,7.677401401759542665e-03,8.445141541935452523e-02,-1.663436970381235724e-01
-6.221811096547011921e-01,5.516007608837605325e-01,8.630749043076919591e-01,7.677401401759542665e-03,8.956968302052770170e-02,-1.663436970381235724e-01
-6.559369281538462992e-01,5.776848024512819535e-01,9.091055658974358522e-01,7.677401401759542665e-03,8.956968302052770170e-02,-1.663436970381235724e-01
-6.896927466529918505e-01,6.083719101777780303e-01,9.566705828735040384e-01,7.677401401759542665e-03,9.468795062170087817e-02,-1.816984998416422137e-01
-7.203798543794874831e-01,6.359903071316237444e-01,9.965638229179489826e-01,1.279566900293271914e-02,1.049244858240472311e-01,-2.021715702463340314e-01
-7.526013174923078530e-01,6.620743486991451654e-01,1.041060129121367694e+00,1.279566900293271914e-02,1.100427534252199635e-01,-2.175263730498535608e-01
