-7.456854249492378983e+01,-2.545584412271570329e+01,3.655685424949238040e+02
-7.737908106780106721e+01,-2.503682255835818538e+01,3.636550129985545823e+02
-7.737908106780106721e+01,-2.503682255835818538e+01,3.636550129985545823e+02
-7.746772044427274295e+01,-2.490495886858582963e+01,3.635617079627998010e+02
-7.769250667502706165e+01,-2.490375169999493821e+01,3.634437033807146236e+02
-8.116245228830965175e+01,-2.387539560593348753e+01,3.619294060797175803e+02
-9.404343183578998833e+01,-2.088062417951527650e+01,3.557846705027373559e+02
-1.072330593387514739e+02,-1.701337046396988484e+01,3.483110235050986603e+02
-1.212934970945828042e+02,-1.144455437323249569e+01,3.387472301621368160e+02
-1.372625360283157363e+02,-4.860081897271725460e+00,3.260322182300271265e+02
-1.526005876257125351e+02,3.844797540916815137e+00,3.103713659118317310e+02
-1.662916100905118810e+02,1.447302881280088904e+01,2.914648952367992933e+02
-1.774162680454835765e+02,2.624189492988060124e+01,2.704587865987352302e+02
-1.849501415090354044e+02,3.848578202203942311e+01,2.466093028047307314e+02
-1.896393117954642094e+02,5.128282770138689273e+01,2.230442019568644980e+02
-1.890394731435019366e+02,6.835751729837124913e+01,1.876453865386271218e+02
-1.842489697891623734e+02,7.873736794652457149e+01,1.635180700856018916e+02
-1.758245034124610697e+02,8.799049250525510502e+01,1.407028295531623883e+02
-1.657735076046770644e+02,9.602307972177618467e+01,1.193920093243070113e+02
-1.534140866725647072e+02,1.007272699674458920e+02,1.008703868837944526e+02
-1.400424821791901309e+02,1.039458458346436487e+02,8.409667591471166759e+01
-1.281857471579116918e+02,1.049681243284184973e+02,7.032401938978203759e+01
-1.151729711341553752e+02,1.060399844557467475e+02,5.835796557837421972e+01
-1.040191653951770547e+02,1.056879924347272919e+02,4.865529995378911110e+01
-9.479515536931148745e+01,1.041766710546618242e+02,4.169146182237135179e+01
-9.045150453611543639e+01,1.048882546027205223e+02,3.958902929256824166e+01
-8.947247747005306451e+01,1.052578184788500550e+02,3.911898313110202707e+01
-8.949961255451756870e+01,1.051227748362780119e+02,3.894118701914396752e+01
-8.997732225627785851e+01,1.044129747967035087e+02,3.878052075464722748e+01
-8.872438866195338392e+01,1.044344171882035113e+02,3.915521185584464092e+01
-8.872438866195338392e+01,1.044344171882035113e+02,3.915521185584464092e+01
-8.872438866195338392e+01,1.044344171882035113e+02,3.915521185584464092e+01
-8.751351949929807006e+01,1.052621038445362132e+02,3.801718786965379593e+01
-8.765810985990998461e+01,1.051128972968368487e+02,3.769244860271483333e+01
-8.726162256296471753e+01,1.053253253329293528e+02,3.769034627286920625e+01
-8.885595544934261625e+01,1.044786630741902087e+02,3.771018159703866957e+01
-9.105111729148389088e+01,1.054431942003937195e+02,3.880527027342989754e+01
-9.689305452527116813e+01,1.056100650043434683e+02,4.148437259143022970e+01
-1.046229238879355563e+02,1.072663355286006777e+02,4.807787345966734449e+01
-1.147373259368507377e+02,1.080240473356247293e+02,5.710668533768196653e+01
-1.264839478301795594e+02,1.081087908282052439e+02,6.829248755915082825e+01
-1.393845631891212804e+02,1.072389994535090239e+02,8.098670761097410775e+01
-1.515106624217561375e+02,1.038455406983248821e+02,9.778492145975953065e+01
-1.636119176857758077e+02,9.957955824831124403e+01,1.165652056803004513e+02
-1.741343794986030673e+02,9.197599472981480062e+01,1.376271574508237450e+02
-1.828543567934658256e+02,8.283495874706368056e+01,1.614551714993297651e+02
-1.872529345814393196e+02,7.193786579593054853e+01,1.855162196807427222e+02
-1.880722812331196110e+02,5.944249268388392693e+01,2.114910916893632589e+02
-1.853290998075382845e+02,4.619602552337448031e+01,2.377524572051597715e+02
-1.781481849023483619e+02,3.292381684082694449e+01,2.621413433721139654e+02
-1.674296540504324184e+02,2.052319000244045100e+01,2.844093748599064497e+02
-1.475720289987600040e+02,5.204740727837764425e+00,3.126923248531101649e+02
-1.302752765941642110e+02,-3.751157804762793369e+00,3.295800561865892746e+02
-1.119399458581954718e+02,-1.092887511649853138e+01,3.437750715976057450e+02
-9.481753716215229133e+01,-1.553331246662573584e+01,3.540488986033097376e+02
-8.078972379724194752e+01,-1.925818600596170782e+01,3.613058926971371534e+02
-7.769707935164765900e+01,-2.080474074658084760e+01,3.629540147727965973e+02
-7.831981645304479400e+01,-2.189387982327062332e+01,3.630361802338847497e+02
